Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Cuidados PLA (product.metafields.custom.cuidados_pla),Material PLA (product.metafields.custom.material),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Mexico,Price / Mexico,Compare At Price / Mexico,Status
contenedores-compostables-termicos-papel-pla,,,,,,,,,3 oz. (89 ml),,,1000 pzs.,,,,,001PAPELPLA,4000.0,shopify,deny,manual,2566.40,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/62_0d1c4b21-c020-44ca-a3d6-78e57ab108c2.jpg?v=1675099756,2,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1796.48,,,,
contenedores-compostables-termicos-papel-pla,,,,,,,,,5 oz. (148 ml),,,50 pzs.,,,,,002PAPELPLAP,100.0,shopify,deny,manual,148.17,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/63_8017dc44-6fc7-4b26-9c53-d65ed7a2e85a.jpg?v=1675099756,3,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,98.53,,,,
contenedores-compostables-termicos-papel-pla,,,,,,,,,5 oz. (148 ml),,,1000 pzs.,,,,,002PAPELPLA,4000.0,shopify,deny,manual,2815.04,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1970.53,,,,
contenedores-compostables-termicos-papel-pla,,,,,,,,,8 oz. (236 ml),,,50 pzs.,,,,,003PAPELPLAP,100.0,shopify,deny,manual,148.96,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,98.37,,,,
contenedores-compostables-termicos-papel-pla,,,,,,,,,8 oz. (236 ml),,,1000 pzs.,,,,,003PAPELPLA,4000.0,shopify,deny,manual,2744.47,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1967.36,,,,
contenedores-compostables-termicos-papel-pla,,,,,,,,,12 oz. (355 ml),,,50 pzs.,,,,,004PAPELPLAP,100.0,shopify,deny,manual,176.64,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,123.89,,,,
contenedores-compostables-termicos-papel-pla,,,,,,,,,12 oz. (355 ml),,,500,,,,,004PAPELPLA,100.0,shopify,deny,manual,1560.99,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,1238.88,,,,
contenedores-compostables-termicos-papel-pla,,,,,,,,,16 oz. (473 ml),,,50 pzs.,,,,,005PAPELPLAP,100.0,shopify,deny,manual,235.42,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,160.20,,,,
contenedores-compostables-termicos-papel-pla,,,,,,,,,16 oz. (473 ml),,,500,,,,,005PAPELPLA,100.0,shopify,deny,manual,1082.55,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,1601.96,,,,
contenedores-compostables-termicos-papel-pla,,,,,,,,,32 oz. (946 ml),,,50 pzs.,,,,,006PAPELPLAP,100.0,shopify,deny,manual,259.82,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,177.36,,,,
contenedores-compostables-termicos-papel-pla,,,,,,,,,32 oz. (946 ml),,,500,,,,,006PAPELPLA,100.0,shopify,deny,manual,2305.73,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,1773.64,,,,
vasos-compostables-termicos-bambu-pla,Vaso Térmico Premium de Bambú + PLA (No se aguadan),"<h3>¿Por qué este vaso es superior?</h3><p>A diferencia de los vasos de papel comunes que se aguadan con el calor, nuestros vasos de <b>Bambú Térmico Premium</b> mantienen su rigidez y protegen mejor tus manos.</p><ul>
<li>
<b>Material:</b> Bambú + PLA (100% Compostable)</li>
<li>
<b>Resistencia:</b> No se aguada, ideal para bebidas muy calientes.</li>
<li>
<b>Ahorro:</b> Somos hasta $1,300 pesos más baratos por millar que la competencia líder.</li>
</ul>",xicopack,Business & Industrial > Food Service > Disposable Tableware > Disposable Cups,Vaso compostable,"Bambú, Bebidas Calientes, Café, Papel, Vasos",true,Tamaño,4 oz. (118 ml),,Cantidad,50 pzs.,,,,,007BAMBUPLAP,100.0,shopify,deny,manual,62.94,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/97.jpg?v=1677028976,1,,false,Vaso Térmico Premium de Bambú + PLA (No se ag | Mayoreo - Xicopack,Compre Vaso Térmico Premium de Bambú + PLA (No se aguadan) hecho de PLA (Fécula de Maíz). Producto eco-friendly de alta resistencia ideal para restauran...,,,,,,,,,,,,,,,,,,g,,32.07,true,,,active
vasos-compostables-termicos-bambu-pla,,,,,,,,,4 oz. (118 ml),,,1000 pzs.,,,,,007BAMBUPLA,4000.0,shopify,deny,manual,986.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/98.jpg?v=1677028976,2,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,641.48,,,,
vasos-compostables-termicos-bambu-pla,,,,,,,,,8 oz. (236 ml),,,50 pzs.,,,,,008BAMBUPLAP,100.0,shopify,deny,manual,105.51,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/99.jpg?v=1677028976,3,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,72.85,,,,
vasos-compostables-termicos-bambu-pla,,,,,,,,,8 oz. (236 ml),,,1000 pzs.,,,,,008BAMBUPLA,4000.0,shopify,deny,manual,1653.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/IMG_3320.heic?v=1677028976,4,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1456.96,,,,
vasos-compostables-termicos-bambu-pla,,,,,,,,,10 oz. (296 ml),,,50 pzs.,,,,,009BAMBUPLAP,100.0,shopify,deny,manual,146.85,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,89.90,,,,
vasos-compostables-termicos-bambu-pla,,,,,,,,,10 oz. (296 ml),,,1000 pzs.,,,,,009BAMBUPLA,4000.0,shopify,deny,manual,2300.67,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1798.00,,,,
vasos-compostables-termicos-bambu-pla,,,,,,,,,12 oz. (355 ml),,,50 pzs.,,,,,010BAMBUPLAP,100.0,shopify,deny,manual,154.26,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,98.02,,,,
vasos-compostables-termicos-bambu-pla,,,,,,,,,12 oz. (355 ml),,,1000 pzs.,,,,,010BAMBUPLA,4000.0,shopify,deny,manual,2416.67,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1960.40,,,,
vasos-compostables-termicos-bambu-pla,,,,,,,,,16 oz. (473 ml),,,50 pzs.,,,,,011BAMBUPLAP,100.0,shopify,deny,manual,175.23,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,91.64,,,,
vasos-compostables-termicos-bambu-pla,,,,,,,,,16 oz. (473 ml),,,1000 pzs.,,,,,011BAMBUPLA,4000.0,shopify,deny,manual,2745.33,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1832.80,,,,
contenedor-baguette-compostable-pla,Contenedor baguette compostable - PLA,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">CONTENEDOR PARA BAGUETTE COMPOSTABLE FABRICADO CON PLA</p>
<p data-mce-fragment=""1"">Los contenedores XICOPACK están hechos de plantas y no de petróleo. Es una diferencia que importa a los consumidores. Brindan claridad cristalina, calidad superior y durabilidad.<br><br>Disponibles en una amplia gama de tamaños, son la elección correcta para su negocio.<br><br><strong>MATERIAL</strong><br><br>Fabricado con PLA (Polylactic Acid)<br><br>El PLA está hecho de ácido láctico. El ácido láctico se obtiene a partir de la dextrosa por fermentación. La dextrosa está hecha de almidón, y el almidón se produce a partir de fuentes vegetales renovables anualmente, como el maíz.<br><br>El PLA es transparente y fuerte como el plástico a base de petróleo y se puede compostar en instalaciones municipales o industriales gestionadas activamente, que puede no estar disponible en su área.<br><br><strong>CARACTERISTICAS Y BENEFICIOS</strong><br></p>
<ul>
<li>Las fuentes vegetales para hacer vasos se renuevan anualmente</li>
<li>Claro como el cristal para una visibilidad completa del producto</li>
<li>Dígales a sus clientes que se preocupa por el medio ambiente. </li>
<li>Certificado por BPI para ser 100% compostable en instalaciones industriales.</li>
</ul>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">DIMENSIONES CONTENEDORES</b></p>
<table style=""width: 463.664px;"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td style=""width: 122px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Capacidad</span></p>
</td>
<td style=""width: 134px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Ancho (cm)</span></p>
</td>
<td style=""width: 180.664px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Largo (cm)</span></p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td style=""width: 122px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">9 x 5</span></p>
</td>
<td style=""width: 134px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><br data-mce-fragment=""1""></span></p>
</td>
<td style=""width: 180.664px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><br data-mce-fragment=""1""></span></p>
</td>
</tr>
</tbody>
</table>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">CUIDADOS</b></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Rango de Temperatura: 40°F / 4° C a 105°F / 40°C</span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Mantener lejos de cualquier fuente de calor</span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Almacenar en lugares secos y lejos de los rayos del sol.</span></p>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">DIMENSIONES CAJA </b></p>
<table style=""width: 459.438px;"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td style=""width: 124px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Capacidad</span></p>
</td>
<td style=""width: 129px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Peso (kg)</span></p>
</td>
<td style=""width: 177.438px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Dimensiones (cm)</span></p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td style=""width: 124px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">9 x 5</span></p>
</td>
<td style=""width: 129px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><br data-mce-fragment=""1""></span></p>
</td>
<td style=""width: 177.438px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""> </p>
</td>
</tr>
</tbody>
</table>",xicopack,Business & Industrial > Food Service > Disposable Tableware > Disposable Plates,Contenedor compostable,"Comida p/llevar, Contenedores, PLA",true,Cantidad,50,,,,,,,,004PLAP,200.0,shopify,deny,manual,936.04,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/3fe22550-c135-401e-9ee3-2d3c255c91ad.jpg?v=1667498737,1,,false,Contenedor baguette compostable | Mayoreo México - Xicopack,Compre Contenedor baguette compostable hecho de PLA (Fécula de Maíz). Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos...,,,,,,,,,,,,,,,,,,g,,615.73,true,,,active
contenedor-baguette-compostable-pla,,,,,,,,,250,,,,,,,,004PLA,4000.0,shopify,deny,manual,4002.23,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,3078.64,,,,
contenedor-hamburguesero-compostable-6x6-pla,Contenedor Hamburguesero compostable 6x6 - PLA,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><strong>CONTENEDOR HAMBURFUESERO COMPOSTABLE FABRICADO CON PLA</strong></p>
<p data-mce-fragment=""1"">Los contenedores XICOPACK están hechos de plantas y no de petróleo. Es una diferencia que importa a los consumidores. Brindan claridad cristalina, calidad superior y durabilidad.<br><br>Disponibles en una amplia gama de tamaños, son la elección correcta para su negocio.<br><br><strong>MATERIAL</strong><br><br>Fabricado con PLA (Polylactic Acid)<br><br>El PLA está hecho de ácido láctico. El ácido láctico se obtiene a partir de la dextrosa por fermentación. La dextrosa está hecha de almidón, y el almidón se produce a partir de fuentes vegetales renovables anualmente, como el maíz.<br><br>El PLA es transparente y fuerte como el plástico a base de petróleo y se puede compostar en instalaciones municipales o industriales gestionadas activamente, que puede no estar disponible en su área.<br><br><strong>CARACTERISTICAS Y BENEFICIOS</strong><br><br></p>
<ul>
<li>Las fuentes vegetales para hacer vasos se renuevan anualmente</li>
<li>Claro como el cristal para una visibilidad completa del producto</li>
<li>Dígales a sus clientes que se preocupa por el medio ambiente. </li>
<li>Certificado por BPI para ser 100% compostable en instalaciones industriales.</li>
</ul>
<ul></ul>
<ul data-mce-fragment=""1""></ul>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">DIMENSIONES CONTENEDORES</b></p>
<table data-mce-fragment=""1"" style=""width: 463.664px;"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"" style=""width: 122px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Capacidad</span></p>
</td>
<td data-mce-fragment=""1"" style=""width: 134px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Ancho (cm)</span></p>
</td>
<td data-mce-fragment=""1"" style=""width: 180.664px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Largo (cm)</span></p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"" style=""width: 122px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">6x6</span></p>
</td>
<td data-mce-fragment=""1"" style=""width: 134px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">15</span></p>
</td>
<td data-mce-fragment=""1"" style=""width: 180.664px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">15</span></p>
</td>
</tr>
</tbody>
</table>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">CUIDADOS</b></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Rango de Temperatura: 40°F / 4° C a 105°F / 40°C</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Mantener lejos de cualquier fuente de calor</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Almacenar en lugares secos y lejos de los rayos del sol.</span></p>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">DIMENSIONES CAJA </b></p>
<table data-mce-fragment=""1"" style=""width: 459.438px;"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"" style=""width: 124px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Capacidad</span></p>
</td>
<td data-mce-fragment=""1"" style=""width: 129px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Peso (kg)</span></p>
</td>
<td data-mce-fragment=""1"" style=""width: 177.438px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Dimensiones (cm)</span></p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"" style=""width: 124px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">6x6</span></p>
</td>
<td data-mce-fragment=""1"" style=""width: 129px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">10</span></p>
</td>
<td data-mce-fragment=""1"" style=""width: 177.438px;"">
<p data-mce-fragment=""1"">49 x 32 x 32<br></p>
</td>
</tr>
</tbody>
</table>",xicopack,Business & Industrial > Food Service > Disposable Tableware > Disposable Plates,Contenedor compostable,"Comida p/llevar, Contenedores, PLA",true,Cantidad,50,,,,,,,,001PLAP,200.0,shopify,deny,manual,713.79,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/2f94c018-6ef5-4d48-b754-fdbb9f5e7e79.jpg?v=1667444585,1,,false,Contenedor Hamburguesero compostable 6x6 | Mayoreo - Xicopack,Compre Contenedor Hamburguesero compostable 6x6 hecho de PLA (Fécula de Maíz). Producto eco-friendly de alta resistencia ideal para restaurantes y HOREC...,,,,,,,,,,,,,,,,,,g,,463.77,true,,,active
contenedor-hamburguesero-compostable-6x6-pla,,,,,,,,,250,,,,,,,,001PLA,4000.0,shopify,deny,manual,3014.49,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/6f70b7eb-ff32-48b0-b59d-8e56bb604e18.jpg?v=1667444599,2,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,2318.84,,,,
